1,46
1,27
2,147
2,506
2,285
3,869
4,831
4,461
5,516
5,696
5,764
6,107
6,350
6,739
7,963
7,639
7,705
8,787
8,769
9,61
10,447
10,385
10,372
11,307
11,87
12,222
12,651
13,873
13,43
13,331
14,880
15,375
15,574
16,589
16,520
16,670
16,518
17,417
17,316
17,520
18,667
19,633
20,231
21,837
21,214
21,979
21,839
22,340
22,335
22,272
22,926
23,16
24,457
24,530
24,858
24,143
25,225
25,594
26,603
26,913
26,216
26,337
27,355
28,425
28,59
29,172
29,366
29,349
29,881
30,581
30,923
31,741
32,993
32,84
32,666
33,968
33,497
34,317
34,807
34,790
35,5
35,555
36,740
37,51
37,939
37,512
37,842
38,910
38,276
38,303
39,524
40,902
40,5
40,983
41,188
41,252
41,448
41,428
42,333
42,201
42,146
42,209
43,137
43,380
43,295
44,271
44,760
45,150
45,14
45,631
45,413
46,569
46,383
46,147
46,679
47,417
48,588
49,399
49,168
49,431
50,343
50,179
50,777
51,714
51,214
51,337
52,429
52,743
53,96
54,81
55,149
55,624
56,523
56,735
56,493
57,981
57,105
57,627
57,425
58,430
59,966
59,401
59,741
59,160
60,82
61,257
61,299
62,838
62,14
62,915
62,653
63,88
63,768
64,534
64,523
64,353
65,246
65,344
66,109
66,314
66,301
66,988
67,364
67,303
67,407
68,409
69,223
69,82
70,111
70,500
70,473
71,24
71,841
72,757
72,679
73,194
73,395
74,743
75,131
75,230
76,461
76,241
76,386
76,707
77,938
77,955
78,228
78,820
78,486
78,25
79,440
79,555
80,118
80,773
80,279
81,681
82,614
82,357
82,106
83,759
83,47
83,267
84,85
85,900
85,497
85,36
85,910
86,186
86,331
87,362
88,621
88,807
88,495
89,505
89,687
90,567
90,381
91,524
91,306
91,226
92,789
93,752
93,447
93,871
93,728
94,300
94,29
94,534
94,87
95,678
95,182
96,500
96,783
97,252
97,887
97,812
97,391
98,337
98,192
99,833
99,939
99,879
99,170
100,974
100,838
100,224
100,552
101,689
101,799
102,223
102,724
102,616
102,789
103,844
103,914
103,957
103,940
104,511
104,275
104,842
105,150
105,773
106,815
107,381
108,587
108,959
108,845
108,164
109,308
109,550
109,494
110,339
110,913
110,183
111,51
111,788
111,333
111,77
112,949
112,230
113,194
114,879
114,479
115,942
116,364
116,284
117,889
117,409
117,166
118,374
118,816
119,958
119,206
120,832
121,824
121,574
122,361
122,859
122,8
123,670
124,806
125,184
126,716
126,30
127,153
127,906
128,892
129,335
129,122
129,214
129,645
130,543
130,989
130,372
131,106
131,42
131,472
131,86
132,891
132,845
133,611
133,1000
133,84
134,308
134,850
134,94
135,821
136,816
136,464
136,389
136,306
137,145
137,248
138,439
138,168
138,732
138,271
139,756
139,395
139,393
140,676
141,602
141,168
141,455
141,273
142,412
142,981
143,303
143,598
143,79
144,269
144,756
144,186
144,5
145,425
146,553
147,981
148,258
149,850
149,987
149,666
150,113
150,247
150,337
150,544
151,989
151,640
151,894
151,779
152,152
152,938
153,274
153,464
154,402
155,96
155,612
155,165
156,401
156,528
156,833
157,405
158,778
158,236
159,196
160,385
160,651
161,429
161,382
161,676
161,775
162,853
163,85
163,797
163,479
163,290
164,223
164,939
165,323
165,309
165,246
166,383
166,728
166,18
167,932
167,625
168,309
168,666
169,650
169,2
169,49
170,377
170,413
170,916
170,313
171,718
172,665
172,409
172,542
172,545
173,718
173,426
173,792
173,698
174,197
174,485
174,659
175,326
176,881
176,784
177,706
177,729
177,97
178,150
179,492
180,833
180,542
180,342
180,246
181,714
181,298
181,277
181,618
182,212
182,656
183,257
183,930
183,906
184,202
185,37
185,798
185,986
186,122
186,710
187,56
187,5
187,271
187,704
188,32
188,778
189,522
189,115
189,271
190,639
190,433
191,355
192,787
193,176
194,942
195,111
195,382
196,831
196,325
197,973
197,107
198,159
198,301
198,36
198,47
199,530
199,128
199,955
199,553
200,415
201,191
201,9
201,587
201,959
202,136
202,887
202,337
203,483
204,143
204,984
204,25
204,839
205,975
205,157
206,113
206,620
206,112
207,10
208,965
208,29
209,953
210,224
210,949
210,219
211,462
211,815
211,61
212,743
213,384
213,838
213,67
213,141
214,244
215,638
215,171
215,621
215,196
216,764
217,562
217,424
218,946
219,696
219,678
220,40
220,209
220,994
220,670
221,28
221,788
222,122
222,684
222,87
222,946
223,370
223,21
223,655
223,358
224,561
224,581
225,862
226,497
226,562
226,598
226,83
227,462
228,215
228,346
228,943
228,776
229,327
229,615
229,887
230,87
231,434
232,137
232,430
232,100
233,213
234,75
235,86
236,950
236,869
236,206
236,898
237,507
238,348
238,635
238,914
238,247
239,910
239,624
240,894
240,873
240,179
241,643
242,116
243,196
244,546
244,62
245,66
245,419
245,836
246,348
246,284
246,901
247,892
247,403
247,336
247,518
248,588
249,547
249,840
250,709
251,945
251,624
252,714
253,221
253,298
254,408
254,915
255,49
255,277
255,550
256,121
256,738
257,309
258,482
258,141
258,862
259,871
259,352
260,252
260,892
260,995
261,154
261,44
261,81
261,315
262,11
262,720
262,159
263,291
263,586
264,323
264,386
265,793
266,769
266,854
266,780
266,986
267,775
267,884
267,691
268,711
269,390
269,844
269,44
269,980
270,876
271,881
271,161
271,805
271,190
272,913
273,932
274,891
274,926
274,517
275,276
275,458
275,638
276,492
276,21
276,732
277,180
277,387
278,939
278,898
278,543
278,912
279,719
279,928
279,969
280,500
280,518
280,389
280,592
281,924
282,667
283,528
283,900
283,908
283,869
284,332
284,473
284,821
284,449
285,275
285,943
285,655
286,83
286,470
287,827
287,77
287,177
287,736
288,895
288,356
288,709
289,13
289,493
289,995
289,730
290,571
290,404
290,792
290,937
291,809
291,162
291,988
292,2
293,788
294,705
294,182
294,682
294,587
295,993
295,821
296,412
296,526
296,478
297,655
297,537
298,411
298,34
298,402
299,980
299,93
299,841
300,667
300,384
301,348
301,84
302,739
302,94
302,93
303,977
303,863
303,830
304,349
304,724
304,897
305,703
305,207
306,511
306,200
307,448
307,332
307,375
307,693
308,445
308,274
308,389
308,939
309,725
309,91
309,133
309,136
310,938
310,499
310,544
311,867
311,415
312,557
312,597
312,501
313,544
313,182
313,216
314,394
314,64
314,54
315,38
315,765
315,853
316,504
316,305
316,901
316,120
317,964
317,941
317,825
317,7
318,242
319,335
320,979
320,738
320,253
321,195
321,247
321,31
322,422
322,833
323,730
324,448
324,234
324,789
324,862
325,11
325,730
325,414
325,309
326,896
326,156
326,220
327,863
327,194
327,474
327,447
328,639
328,40
329,807
329,363
329,144
330,812
330,757
330,136
330,925
331,311
331,931
331,719
331,861
332,465
332,464
332,836
332,509
333,794
334,370
335,486
335,969
336,55
337,880
337,275
337,73
338,388
338,447
338,756
338,697
339,300
339,131
340,263
340,188
341,885
341,789
341,357
341,868
342,944
343,928
343,544
344,358
345,825
345,171
345,312
345,576
346,809
346,81
347,419
347,562
348,555
348,121
348,475
349,808
349,727
350,861
350,538
350,717
350,995
351,12
351,303
352,88
352,872
353,536
353,561
354,735
354,280
355,156
355,44
355,944
356,254
356,540
357,789
358,236
359,759
360,734
360,506
361,327
361,19
362,272
362,399
362,560
363,389
363,434
364,736
364,814
364,849
364,5
365,412
366,884
367,533
368,72
369,714
369,203
370,651
370,842
370,81
370,946
371,276
372,870
372,238
372,318
373,501
373,527
373,302
373,239
374,962
374,330
374,140
374,826
375,302
375,811
375,219
375,623
376,536
376,680
376,298
377,408
377,465
377,371
378,600
378,59
379,790
379,906
379,348
380,48
380,102
380,317
380,549
381,532
381,651
381,687
381,931
382,480
382,948
383,87
383,659
383,631
383,167
384,729
385,417
385,302
385,689
385,343
386,247
386,167
387,423
388,490
389,177
389,822
389,358
390,289
390,804
390,567
391,526
391,777
392,268
392,122
393,722
393,601
394,392
395,777
395,551
395,142
396,320
396,316
397,322
397,707
397,927
397,204
398,563
398,62
398,326
399,980
400,702
401,485
402,88
402,680
402,674
402,688
403,686
404,935
404,526
404,858
405,308
406,203
406,237
406,828
407,339
408,874
409,270
409,735
409,377
409,700
410,690
410,64
410,173
410,698
411,429
411,25
411,875
412,758
413,668
413,557
414,174
415,281
415,714
415,44
416,53
417,209
418,755
418,418
418,743
418,982
419,28
419,716
420,686
421,850
421,744
422,839
423,316
424,84
424,824
424,976
425,981
425,832
426,915
427,540
428,854
429,228
429,666
429,462
429,310
430,188
430,985
430,327
431,724
432,929
432,709
433,715
433,162
433,799
433,730
434,481
434,503
434,689
435,214
435,766
436,375
436,266
436,142
437,197
437,140
437,409
438,7
439,666
440,470
440,404
440,861
440,246
441,644
441,962
441,683
442,729
442,615
443,358
443,724
444,504
444,462
444,43
445,55
446,261
446,903
446,36
446,712
447,409
447,522
448,928
448,797
448,416
448,654
449,357
449,40
449,436
449,877
450,59
451,99
451,872
451,44
451,860
452,429
452,830
452,992
453,246
453,334
454,251
454,545
454,224
455,658
455,607
455,91
455,509
456,399
456,336
456,397
457,955
457,67
457,970
457,660
458,673
458,826
458,290
458,382
459,957
459,705
459,666
460,843
461,403
461,422
461,510
461,9
462,599
462,478
463,521
463,352
463,184
464,567
464,226
464,605
464,764
465,440
465,827
466,463
466,23
466,790
466,266
467,78
467,657
467,271
468,469
468,180
468,686
468,534
469,898
470,86
470,465
470,237
470,376
471,153
471,392
472,308
472,489
472,397
472,382
473,285
473,902
474,383
474,9
475,656
476,259
476,83
476,858
477,450
477,182
477,595
478,673
478,303
479,220
480,126
480,266
481,585
481,779
481,514
482,892
482,519
482,934
482,267
483,746
483,891
483,86
483,712
