1,20
1,4
1,15
1,21
1,2
1,9
1,17
1,13
1,10
1,11
2,11
2,4
2,10
2,14
2,21
3,18
3,7
3,8
3,12
3,16
3,10
4,17
4,5
4,7
4,21
5,17
5,8
5,6
5,7
5,15
5,21
5,2
6,7
6,3
6,19
6,13
6,14
7,16
7,8
7,7
7,6
7,3
8,1
8,3
8,17
8,18
8,5
8,9
8,21
8,2
9,6
9,16
9,8
9,5
9,11
10,20
10,17
10,6
11,21
11,1
11,19
11,5
11,7
11,2
11,16
11,20
11,14
12,19
12,14
12,20
12,6
12,18
12,7
12,2
12,8
12,5
12,12
13,21
13,8
13,18
13,9
13,7
13,13
13,11
13,16
14,11
14,8
14,14
14,10
14,21
14,1
14,4
15,21
15,19
16,20
16,12
17,14
17,6
17,15
17,12
17,10
17,2
17,13
17,19
17,3
18,1
18,16
19,20
19,1
19,13
19,3
20,4
20,1
20,5
20,20
20,15
21,5
21,4
21,8
21,7
21,12
21,14
22,4
22,19
22,3
22,20
22,21
23,2
23,18
23,7
24,7
24,18
24,11
24,9
25,11
25,6
25,7
25,8
25,13
26,11
26,9
26,17
26,13
26,21
26,5
26,15
26,16
26,20
27,3
27,19
28,20
28,17
28,2
28,5
28,3
28,6
28,9
29,7
29,17
29,15
30,8
30,2
30,4
30,18
30,12
30,14
31,15
31,7
31,12
31,6
31,9
31,3
31,8
32,18
32,1
32,16
32,5
33,19
33,13
33,18
33,1
33,3
33,12
33,4
33,7
33,21
34,19
34,10
34,14
34,15
34,1
34,11
34,18
35,19
35,1
35,7
35,14
35,15
35,10
35,3
35,17
36,15
36,1
36,20
36,2
36,17
36,11
36,4
37,14
37,20
37,11
38,20
38,10
38,14
38,19
39,2
39,18
39,3
39,9
39,11
39,4
39,17
39,20
39,7
39,8
40,13
40,19
40,1
40,6
40,12
41,14
41,2
41,1
41,3
41,13
41,7
41,15
41,18
41,20
41,8
42,2
42,7
42,1
42,10
42,3
43,13
43,19
43,8
43,21
43,3
44,3
44,18
44,20
44,15
44,14
44,6
44,11
45,8
45,13
45,17
45,1
45,3
46,21
46,11
46,14
46,16
46,19
46,5
46,13
47,10
47,14
47,16
47,1
48,16
48,5
48,14
48,20
48,4
48,18
48,9
49,4
49,20
49,10
49,17
50,3
50,21
50,1
50,11
50,18
50,17
51,19
51,21
52,15
52,10
53,11
53,6
53,14
54,4
54,5
54,10
54,9
55,5
55,7
56,20
56,5
56,8
56,9
56,10
56,7
56,15
56,11
56,14
57,16
57,1
57,5
57,10
57,4
57,19
57,7
57,20
57,2
58,20
58,12
59,17
59,2
59,9
59,10
59,7
59,5
59,21
59,1
60,9
60,5
60,19
60,11
60,20
60,16
60,3
60,21
60,2
61,12
61,13
62,21
62,7
62,19
62,15
62,3
62,5
62,1
63,7
63,10
63,9
63,14
63,8
63,13
63,6
63,16
63,19
63,11
64,4
64,18
64,1
64,10
64,14
65,9
65,12
65,13
65,16
65,19
66,14
66,13
66,7
67,12
67,4
67,13
67,16
67,14
68,11
68,21
68,6
68,17
68,5
69,17
69,4
69,7
70,2
70,21
70,10
71,5
71,18
71,2
71,9
71,7
71,19
72,10
72,3
72,11
72,21
72,6
72,4
72,19
72,17
72,7
72,12
73,5
73,4
73,1
74,18
74,3
74,9
75,11
75,7
75,17
75,8
75,16
75,15
75,2
75,19
76,7
76,14
76,8
76,3
76,20
76,5
76,10
77,16
77,10
77,12
77,18
78,17
78,9
78,19
78,21
78,8
78,18
79,15
79,12
80,13
80,9
81,18
81,16
81,14
81,21
81,11
81,17
81,1
81,13
82,5
82,15
82,21
82,13
82,11
82,3
82,9
82,8
82,19
82,14
83,21
83,13
84,18
84,4
84,19
84,15
84,21
84,1
84,13
85,20
85,21
85,2
85,1
85,3
85,10
85,19
86,13
86,10
86,12
86,21
87,21
87,3
87,16
87,7
87,2
87,20
87,13
88,21
88,8
88,13
88,14
88,12
89,17
89,15
89,14
89,11
89,8
89,9
89,1
90,11
90,20
90,16
90,9
91,5
91,2
91,21
91,10
91,13
91,15
91,9
91,4
91,18
91,11
92,14
92,11
93,5
93,20
93,10
93,9
93,21
93,13
93,7
93,19
94,18
94,13
94,2
94,5
94,16
94,12
94,17
94,19
94,7
94,6
95,13
95,19
95,9
96,17
96,16
96,2
96,15
97,2
97,21
97,15
97,16
98,21
98,11
98,4
98,2
98,5
98,14
98,1
98,20
98,16
99,18
99,4
99,21
99,1
100,3
100,21
100,9
100,4
100,2
100,11
100,8
100,20
100,13
100,1
101,3
101,7
101,12
102,3
102,10
102,18
103,21
103,7
103,1
103,19
103,11
103,17
104,17
104,16
104,6
104,15
105,2
105,5
105,19
105,13
105,6
106,12
106,18
106,20
106,15
106,19
106,13
107,1
107,9
107,8
107,18
107,17
107,13
107,3
107,12
107,21
108,20
108,10
108,18
108,2
108,6
108,15
108,17
108,19
108,3
108,1
109,8
109,10
109,2
109,21
109,3
109,9
109,14
109,19
109,11
110,6
110,2
111,5
111,1
111,12
111,14
111,11
111,21
111,19
111,9
111,15
112,12
112,13
112,9
112,10
112,15
112,1
112,6
112,14
112,2
112,3
113,13
113,7
113,2
114,11
114,5
114,9
114,4
114,1
114,18
114,14
114,20
115,19
115,2
115,11
115,14
116,21
116,1
116,3
116,20
116,18
116,6
116,4
116,10
116,7
117,21
117,11
117,16
117,6
117,8
117,13
117,1
117,9
117,10
118,11
118,3
118,10
118,7
118,19
118,16
119,20
119,11
119,5
119,4
119,16
119,2
119,6
119,14
119,19
119,10
120,2
120,21
120,1
120,17
120,4
121,9
121,7
121,3
121,16
122,18
122,14
123,14
123,16
123,2
123,17
124,13
124,11
124,14
124,15
124,21
125,17
125,12
125,2
125,8
125,9
126,8
126,2
126,17
126,16
126,4
126,10
127,6
127,12
127,10
127,15
127,7
127,3
127,13
127,11
127,21
127,18
128,18
128,15
128,6
128,17
128,13
128,14
128,2
128,12
129,1
129,17
129,20
129,18
129,9
129,19
130,3
130,17
130,15
130,8
130,7
130,13
130,5
130,18
130,10
131,14
131,11
131,15
131,16
131,20
132,11
132,6
133,7
133,18
133,9
133,12
133,11
133,2
133,6
133,19
133,21
133,3
134,15
134,6
134,16
134,14
134,5
134,3
135,10
135,6
136,20
136,5
136,4
136,15
136,6
137,16
137,5
137,4
137,14
137,21
137,8
137,20
137,13
137,3
137,6
138,16
138,3
138,11
138,18
138,21
138,10
138,15
139,19
139,2
139,10
140,16
140,18
140,5
141,6
141,9
141,20
142,18
142,17
142,1
142,19
142,4
142,15
142,12
142,14
143,3
143,4
143,16
143,2
143,12
143,11
143,17
143,21
143,5
144,20
144,3
144,10
144,17
144,2
144,7
144,4
144,21
145,12
145,1
145,10
145,2
145,17
145,13
146,15
146,2
146,11
146,1
146,9
146,4
146,7
146,20
146,17
146,5
147,10
147,3
147,13
147,1
147,20
148,18
148,13
148,16
148,2
148,14
148,17
148,9
148,1
149,5
149,6
149,17
149,19
149,11
149,18
150,7
150,6
150,12
150,17
150,20
150,14
150,18
150,15
150,8
151,3
151,14
152,6
152,16
152,7
152,2
152,5
152,17
152,15
152,19
152,9
153,14
153,12
153,6
153,17
153,20
153,8
153,19
153,9
153,5
154,1
154,12
154,17
155,15
155,2
155,21
155,20
155,19
155,1
156,6
156,21
156,11
156,18
156,7
156,5
157,11
157,4
157,19
157,17
157,3
157,14
157,18
157,1
158,7
158,12
158,18
158,14
158,15
158,17
159,16
159,8
159,4
159,5
159,10
159,18
159,7
160,13
160,21
160,1
160,8
160,10
160,20
160,6
160,15
161,18
161,19
161,4
161,21
161,15
161,13
161,10
161,12
161,14
161,7
162,20
162,18
162,11
162,16
162,8
162,2
162,17
162,3
162,4
163,20
163,6
163,18
163,17
163,12
163,11
163,7
163,10
163,19
163,14
164,7
164,12
164,5
164,11
164,13
165,2
165,11
165,16
165,14
165,10
165,21
165,7
165,8
165,4
165,20
166,11
166,18
166,15
166,16
166,7
166,8
166,14
166,17
166,1
166,10
167,15
167,20
167,17
167,4
168,6
168,13
169,18
169,2
169,4
169,14
169,20
170,3
170,2
170,10
171,16
171,3
171,17
171,15
171,2
171,11
171,5
172,19
172,8
172,3
172,21
172,18
172,7
173,7
173,16
173,3
173,15
174,14
174,12
174,4
174,3
175,6
175,20
175,3
175,14
175,13
175,17
175,8
175,1
175,21
175,19
176,17
176,20
176,9
176,12
176,4
176,8
176,6
176,21
177,14
177,5
177,7
177,3
177,6
177,9
177,16
178,21
178,19
178,6
178,1
178,8
179,17
