1,9442,2020-02-23
1,7801,2011-10-31
1,3750,2015-10-26
1,7839,2019-04-23
1,4506,2016-06-15
1,4337,2004-01-21
1,5545,2016-03-13
1,6244,2005-07-26
1,20,2008-03-11
1,7404,2020-02-03
1,9735,2004-06-23
1,5462,2011-06-18
1,2348,2009-10-22
1,8277,2013-03-15
1,4135,2021-05-13
1,768,2007-12-21
1,9026,2020-06-30
1,4598,2010-06-02
1,3021,2008-04-23
1,2805,2020-02-01
1,6814,2022-08-16
1,1655,2007-10-08
1,8301,2013-12-17
1,2339,2014-11-23
1,1175,2019-10-01
1,5899,2015-02-08
1,5232,2010-06-10
1,5702,2013-06-17
1,9039,2018-05-12
1,3270,2009-03-20
1,5863,2008-01-18
1,4748,2011-10-29
1,9286,2018-10-25
1,7382,2008-07-24
1,5800,2008-06-08
1,7630,2005-01-06
1,7884,2007-07-30
1,5050,2018-08-19
1,2531,2005-11-12
1,9133,2021-11-22
1,7047,2006-06-22
1,9277,2012-04-15
1,5945,2016-06-22
1,1886,2005-05-08
1,388,2004-11-14
1,2137,2016-09-09
1,4164,2022-08-14
1,2272,2022-06-14
1,8409,2016-03-22
1,2745,2011-10-19
1,477,2017-06-12
1,7229,2023-02-16
1,1315,2016-06-21
1,7660,2014-12-30
1,9362,2007-06-22
1,846,2013-04-06
1,8533,2015-07-14
1,3930,2008-01-02
1,2442,2011-09-09
1,1970,2007-06-17
1,6809,2009-07-23
1,7247,2012-03-15
1,7415,2022-06-18
1,6634,2011-06-04
1,1398,2016-05-01
1,206,2017-05-14
1,5649,2015-09-12
1,1597,2015-02-21
1,7146,2009-12-13
1,8302,2021-02-05
1,6653,2004-10-16
1,7765,2021-12-07
1,8971,2005-12-17
1,3638,2011-01-11
1,28,2020-08-01
1,4824,2006-07-26
1,3590,2005-08-15
1,8927,2019-12-25
1,8082,2021-08-22
1,853,2013-04-06
1,6972,2021-02-23
1,6732,2017-10-02
1,4818,2017-10-25
1,3150,2022-11-19
1,4354,2017-08-25
1,1663,2014-02-03
1,9393,2010-08-27
1,9196,2005-05-07
1,2294,2022-12-05
1,5338,2009-06-08
1,4684,2004-04-09
1,8870,2011-05-22
1,4654,2016-02-06
1,6885,2021-05-15
1,4326,2012-11-13
1,1887,2006-03-15
1,6942,2012-04-20
1,3817,2009-02-06
1,3578,2015-06-12
1,6579,2012-08-08
1,5875,2022-11-28
1,970,2011-11-11
1,2440,2008-09-07
2,9321,2010-10-27
2,936,2018-03-19
2,8636,2006-09-11
2,8713,2009-11-09
2,5878,2020-12-01
2,8647,2011-10-11
2,1203,2011-08-31
2,4090,2018-02-20
2,4681,2019-06-23
2,5987,2017-04-27
2,442,2021-11-22
2,9691,2006-01-22
2,6283,2015-08-07
2,2608,2009-10-17
2,2918,2015-04-01
2,8079,2010-03-11
2,8964,2008-09-10
2,3107,2004-10-30
2,2701,2015-01-13
2,7501,2005-08-29
2,9264,2020-06-02
2,9961,2010-05-22
2,2407,2006-10-31
2,2034,2013-05-15
2,3305,2016-06-20
2,4607,2018-12-28
2,4886,2010-05-12
2,2575,2015-03-01
2,9228,2005-06-08
2,2637,2016-03-27
2,7135,2009-07-22
2,5868,2006-10-31
2,3654,2020-05-07
2,1572,2005-08-19
2,607,2015-10-27
2,1281,2015-07-24
2,7421,2006-03-05
2,2213,2015-08-18
2,4411,2016-07-11
2,7575,2011-01-19
2,8579,2012-11-22
2,7017,2020-07-09
2,597,2015-04-22
2,4409,2015-10-21
2,2872,2003-12-06
2,1519,2004-12-17
2,3115,2004-02-28
2,5768,2021-04-08
2,4618,2021-08-06
2,7209,2015-10-19
2,4452,2005-07-18
2,5074,2005-07-26
2,3366,2009-08-03
2,6919,2010-09-15
2,6728,2014-08-19
2,4175,2021-02-08
2,4112,2004-11-19
2,6143,2021-09-21
2,6172,2009-04-08
2,1000,2012-07-21
2,1479,2008-10-27
2,6261,2022-11-16
2,2668,2004-06-09
2,3018,2007-10-25
2,684,2005-05-17
2,8202,2010-03-26
2,8511,2015-09-26
2,6287,2019-12-24
2,654,2013-01-26
2,7463,2006-02-17
2,2858,2016-03-08
2,2314,2019-06-14
2,7159,2022-10-23
2,3970,2016-12-16
2,1093,2014-10-23
2,7480,2008-02-18
2,6271,2011-01-06
2,2806,2017-11-23
2,636,2018-09-30
2,2108,2017-05-09
2,1053,2007-06-04
2,4210,2003-09-29
2,7327,2017-01-24
2,9179,2012-07-09
2,6799,2006-04-02
2,3864,2013-02-22
2,8946,2012-01-08
2,4591,2005-02-07
2,2643,2022-07-27
2,6984,2018-09-01
2,5085,2011-01-17
2,3975,2012-11-14
2,9991,2014-02-21
2,2080,2010-04-25
2,4783,2015-01-22
2,3131,2022-05-03
2,503,2019-07-22
2,3000,2018-05-25
2,6224,2004-04-14
2,1823,2014-08-22
2,9091,2007-12-31
2,72,2022-01-29
2,4972,2006-01-20
2,3273,2023-02-23
2,9655,2016-04-26
2,4042,2007-08-08
2,9852,2021-01-14
2,3863,2020-01-06
2,4084,2019-12-05
2,8509,2014-12-09
2,8208,2019-05-09
2,569,2020-05-07
2,7177,2005-07-26
2,9618,2016-08-15
2,4405,2007-11-05
2,5579,2015-07-03
2,2998,2015-02-09
2,3739,2005-02-04
2,8414,2018-05-17
2,418,2016-07-29
2,422,2012-08-26
2,6778,2005-03-27
2,3471,2008-07-26
2,4465,2005-05-29
2,8258,2018-06-06
2,1024,2007-03-13
2,4344,2003-10-26
2,4725,2005-09-21
2,2767,2019-10-04
2,8032,2015-03-07
2,474,2012-09-03
2,7019,2022-10-12
2,3031,2014-07-26
2,8474,2021-08-10
2,483,2014-12-27
2,481,2015-05-26
2,1836,2020-04-04
2,2512,2014-03-24
2,7114,2014-05-18
2,230,2010-04-25
2,2652,2022-04-05
2,6617,2011-06-06
2,4321,2014-07-27
2,5431,2004-09-03
2,5346,2017-07-31
2,5271,2008-07-05
2,535,2018-09-01
2,2426,2011-01-23
2,6096,2020-03-12
2,8646,2015-10-08
2,4756,2018-05-31
2,5349,2017-11-07
2,9410,2017-05-30
2,9658,2022-05-25
2,4416,2004-02-02
2,8531,2014-01-19
2,2419,2007-12-23
2,6344,2018-02-24
2,6931,2010-12-28
2,8503,2017-08-12
2,4504,2023-01-17
2,8062,2014-04-03
2,8696,2008-05-03
2,4774,2011-12-22
2,7378,2016-06-26
2,6631,2009-11-09
2,8324,2008-02-21
2,1920,2013-04-20
2,3791,2004-07-11
2,5592,2011-08-16
2,3234,2014-03-21
2,7774,2007-01-06
2,4888,2018-09-18
2,3846,2003-11-23
2,1064,2022-10-05
2,4545,2005-05-23
2,9187,2007-10-13
2,2042,2006-05-22
2,150,2017-01-28
2,3104,2013-09-15
2,8714,2005-01-14
2,2614,2009-04-15
2,5602,2021-06-04
2,2301,2010-01-27
3,9635,2017-06-25
3,3589,2003-09-06
3,3170,2019-08-26
3,3209,2021-06-10
3,7129,2016-03-26
3,5617,2004-11-19
3,7597,2004-02-12
3,6987,2019-02-09
3,3014,2010-03-25
3,3048,2016-11-20
